                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    575,                 1.3577,                 1.1051,                  1.353,                0.50818,                0.59946,                0.51319,                0.38895,                0.84925,                 1.4243,                 1.1626,              0.0043174,              0.0043174,              0.0043174
                    576,                 1.3572,                  1.106,                 1.3537,                0.50955,                0.59884,                0.51282,                0.38846,                0.84948,                 1.4237,                 1.1626,              0.0043075,              0.0043075,              0.0043075
                    577,                 1.3592,                  1.108,                 1.3519,                0.50833,                0.60095,                0.51356,                0.38925,                0.84949,                 1.4201,                 1.1625,              0.0042976,              0.0042976,              0.0042976
                    578,                 1.3583,                 1.1041,                 1.3533,                0.50466,                0.60449,                0.51449,                 0.3898,                0.85122,                 1.4218,                 1.1639,              0.0042877,              0.0042877,              0.0042877
                    579,                 1.3575,                 1.1055,                 1.3516,                0.50623,                0.60185,                0.51444,                0.38982,                0.85054,                 1.4245,                 1.1634,              0.0042778,              0.0042778,              0.0042778
                    580,                 1.3558,                  1.107,                  1.353,                0.50941,                0.59372,                0.51345,                0.38909,                0.85115,                 1.4285,                 1.1637,              0.0042679,              0.0042679,              0.0042679
                    581,                 1.3549,                 1.1037,                 1.3482,                0.50974,                0.59553,                 0.5127,                 0.3885,                0.85076,                 1.4302,                 1.1629,               0.004258,               0.004258,               0.004258
                    582,                 1.3552,                 1.1041,                 1.3505,                0.50667,                0.60265,                0.51427,                 0.3899,                0.85022,                 1.4255,                 1.1626,              0.0042481,              0.0042481,              0.0042481
                    583,                 1.3586,                 1.1048,                 1.3503,                0.50651,                0.59982,                0.51354,                0.38932,                 0.8504,                 1.4282,                 1.1629,              0.0042382,              0.0042382,              0.0042382
                    584,                 1.3565,                 1.1053,                 1.3473,                0.50116,                0.60261,                0.51241,                0.38809,                0.85091,                 1.4306,                 1.1626,              0.0042283,              0.0042283,              0.0042283
                    585,                 1.3557,                 1.1019,                 1.3464,                0.50446,                0.59974,                0.51204,                  0.388,                0.85018,                 1.4307,                 1.1611,              0.0042184,              0.0042184,              0.0042184
                    586,                 1.3554,                 1.1013,                  1.348,                0.50742,                 0.5956,                0.51105,                0.38763,                0.84862,                 1.4325,                  1.159,              0.0042085,              0.0042085,              0.0042085
                    587,                 1.3547,                 1.1015,                 1.3458,                 0.5079,                0.59816,                0.51201,                0.38835,                0.84932,                 1.4301,                 1.1597,              0.0041986,              0.0041986,              0.0041986
                    588,                 1.3554,                 1.1033,                  1.349,                0.50457,                0.60509,                0.51291,                0.38914,                0.84924,                 1.4278,                 1.1606,              0.0041887,              0.0041887,              0.0041887
                    589,                 1.3546,                 1.1031,                 1.3486,                0.50636,                0.59952,                0.51298,                0.38901,                0.84857,                 1.4283,                 1.1606,              0.0041788,              0.0041788,              0.0041788
                    590,                 1.3535,                 1.1052,                 1.3483,                0.50913,                0.59485,                0.51281,                 0.3887,                0.84898,                  1.428,                 1.1613,              0.0041689,              0.0041689,              0.0041689
                    591,                 1.3541,                 1.1025,                 1.3512,                0.51301,                0.59168,                0.51393,                0.38981,                0.84873,                 1.4271,                  1.162,               0.004159,               0.004159,               0.004159
                    592,                  1.354,                 1.1021,                 1.3491,                0.51039,                0.59417,                0.51459,                0.39006,                0.84791,                 1.4225,                 1.1614,              0.0041491,              0.0041491,              0.0041491
                    593,                 1.3516,                 1.1014,                 1.3498,                0.51029,                0.59643,                0.51471,                0.39037,                0.84789,                 1.4227,                 1.1622,              0.0041392,              0.0041392,              0.0041392
                    594,                 1.3532,                 1.1018,                 1.3484,                0.51131,                0.59724,                0.51369,                 0.3896,                0.84722,                 1.4241,                  1.161,              0.0041293,              0.0041293,              0.0041293
                    595,                 1.3532,                    1.1,                  1.348,                0.50921,                 0.6002,                0.51234,                0.38879,                  0.848,                 1.4276,                 1.1604,              0.0041194,              0.0041194,              0.0041194
                    596,                 1.3535,                 1.1024,                 1.3492,                0.51362,                0.59967,                0.51351,                0.38932,                0.84806,                  1.423,                 1.1605,              0.0041095,              0.0041095,              0.0041095
                    597,                 1.3533,                 1.0996,                 1.3474,                0.51151,                0.59515,                0.51361,                0.38938,                0.84706,                 1.4265,                 1.1603,              0.0040996,              0.0040996,              0.0040996
                    598,                 1.3522,                 1.1006,                 1.3471,                0.51213,                0.59545,                0.51459,                0.38991,                0.84714,                 1.4271,                 1.1595,              0.0040897,              0.0040897,              0.0040897
                    599,                 1.3535,                 1.1005,                 1.3477,                0.51374,                0.59748,                0.51589,                0.39122,                 0.8473,                 1.4213,                 1.1594,              0.0040798,              0.0040798,              0.0040798
                    600,                 1.3518,                    1.1,                 1.3469,                0.51434,                0.59756,                0.51676,                0.39227,                0.84633,                 1.4158,                 1.1594,              0.0040699,              0.0040699,              0.0040699
                    601,                  1.353,                 1.0996,                 1.3485,                0.51518,                0.59522,                 0.5172,                0.39303,                0.84583,                 1.4171,                 1.1596,                0.00406,                0.00406,                0.00406
                    602,                 1.3537,                 1.1021,                  1.348,                0.51403,                0.59537,                0.51696,                0.39267,                0.84623,                 1.4176,                 1.1593,              0.0040501,              0.0040501,              0.0040501
                    603,                 1.3515,                 1.1002,                 1.3468,                0.51256,                0.59711,                0.51633,                0.39241,                0.84494,                 1.4194,                 1.1579,              0.0040402,              0.0040402,              0.0040402
                    604,                 1.3523,                 1.1001,                 1.3485,                0.51196,                0.59595,                0.51706,                0.39311,                0.84438,                 1.4179,                 1.1577,              0.0040303,              0.0040303,              0.0040303
                    605,                 1.3504,                 1.0979,                  1.347,                0.51126,                0.59837,                0.51714,                0.39302,                0.84399,                 1.4167,                 1.1576,              0.0040204,              0.0040204,              0.0040204
                    606,                 1.3521,                 1.0991,                 1.3515,                0.51167,                0.59912,                0.51662,                0.39227,                0.84556,                 1.4197,                 1.1595,              0.0040105,              0.0040105,              0.0040105
                    607,                 1.3505,                 1.0977,                 1.3457,                0.51164,                0.59967,                0.51592,                0.39184,                 0.8451,                 1.4218,                 1.1588,              0.0040006,              0.0040006,              0.0040006
                    608,                 1.3513,                 1.0987,                 1.3475,                 0.5134,                0.59643,                0.51639,                0.39228,                0.84491,                 1.4198,                 1.1589,              0.0039907,              0.0039907,              0.0039907
                    609,                 1.3499,                 1.0979,                 1.3484,                0.51254,                0.59867,                0.51627,                0.39193,                0.84565,                 1.4226,                   1.16,              0.0039808,              0.0039808,              0.0039808
                    610,                   1.35,                 1.0971,                  1.345,                0.50991,                0.59907,                0.51513,                0.39129,                0.84391,                  1.421,                 1.1581,              0.0039709,              0.0039709,              0.0039709
                    611,                 1.3508,                 1.0978,                 1.3483,                0.51151,                0.59816,                0.51578,                0.39199,                0.84338,                 1.4202,                 1.1575,               0.003961,               0.003961,               0.003961
                    612,                 1.3509,                 1.0976,                 1.3481,                0.51166,                 0.5956,                0.51615,                0.39214,                0.84403,                 1.4188,                 1.1583,              0.0039511,              0.0039511,              0.0039511
                    613,                 1.3508,                  1.097,                 1.3468,                0.51084,                0.59627,                0.51659,                0.39228,                0.84686,                 1.4168,                 1.1592,              0.0039412,              0.0039412,              0.0039412
                    614,                   1.35,                 1.0965,                 1.3453,                0.50963,                0.60155,                0.51705,                0.39268,                0.84713,                 1.4165,                 1.1581,              0.0039313,              0.0039313,              0.0039313
                    615,                 1.3501,                 1.0951,                 1.3432,                0.51451,                0.59507,                0.51661,                0.39246,                0.84715,                 1.4192,                 1.1579,              0.0039214,              0.0039214,              0.0039214
                    616,                 1.3506,                 1.0964,                 1.3468,                0.51922,                0.58943,                 0.5163,                0.39239,                 0.8463,                 1.4217,                 1.1578,              0.0039115,              0.0039115,              0.0039115
                    617,                  1.349,                 1.0958,                 1.3454,                0.51899,                0.59153,                0.51616,                0.39261,                 0.8462,                 1.4185,                  1.158,              0.0039016,              0.0039016,              0.0039016
                    618,                 1.3479,                 1.0952,                 1.3438,                0.51325,                0.59711,                0.51722,                0.39319,                  0.845,                 1.4185,                 1.1567,              0.0038917,              0.0038917,              0.0038917
                    619,                 1.3474,                 1.0953,                 1.3457,                0.51704,                0.59153,                0.51781,                0.39312,                0.84505,                 1.4173,                 1.1571,              0.0038818,              0.0038818,              0.0038818
                    620,                   1.35,                 1.0955,                 1.3442,                0.51583,                0.59346,                0.51749,                0.39307,                0.84582,                 1.4154,                 1.1576,              0.0038719,              0.0038719,              0.0038719
                    621,                 1.3484,                 1.0955,                 1.3453,                0.51159,                0.60012,                0.51701,                0.39267,                0.84701,                 1.4185,                 1.1591,               0.003862,               0.003862,               0.003862
                    622,                 1.3477,                 1.0932,                  1.343,                0.51069,                0.60057,                0.51657,                0.39236,                0.84664,                 1.4158,                 1.1598,              0.0038521,              0.0038521,              0.0038521
                    623,                 1.3488,                 1.0966,                 1.3457,                0.50992,                0.60148,                 0.5167,                0.39278,                0.84469,                 1.4142,                 1.1581,              0.0038422,              0.0038422,              0.0038422
                    624,                 1.3474,                  1.094,                 1.3425,                0.51566,                0.59617,                0.51765,                0.39345,                0.84309,                  1.414,                 1.1563,              0.0038323,              0.0038323,              0.0038323
                    625,                  1.348,                  1.095,                 1.3439,                 0.5176,                0.59221,                0.51662,                0.39287,                0.84137,                 1.4185,                  1.155,              0.0038224,              0.0038224,              0.0038224
                    626,                 1.3487,                 1.0945,                 1.3449,                0.51684,                0.59168,                0.51697,                0.39321,                0.84064,                 1.4188,                 1.1537,              0.0038125,              0.0038125,              0.0038125
                    627,                 1.3479,                  1.094,                 1.3433,                0.51418,                0.59492,                0.51616,                0.39225,                0.84264,                 1.4178,                 1.1554,              0.0038026,              0.0038026,              0.0038026
                    628,                 1.3467,                 1.0935,                 1.3425,                0.51283,                0.59809,                0.51811,                0.39373,                0.84217,                  1.415,                 1.1551,              0.0037927,              0.0037927,              0.0037927
                    629,                 1.3488,                 1.0966,                 1.3427,                0.51416,                 0.6005,                0.51757,                0.39409,                0.83976,                 1.4135,                 1.1531,              0.0037828,              0.0037828,              0.0037828
                    630,                 1.3478,                 1.0942,                 1.3433,                 0.5176,                0.59662,                0.51728,                0.39402,                0.84019,                 1.4139,                 1.1538,              0.0037729,              0.0037729,              0.0037729
                    631,                 1.3468,                 1.0925,                 1.3424,                0.51646,                 0.5973,                0.51826,                0.39477,                 0.8405,                 1.4129,                 1.1537,               0.003763,               0.003763,               0.003763
                    632,                 1.3481,                 1.0925,                  1.344,                 0.5142,                0.59929,                0.51857,                0.39452,                0.84048,                 1.4167,                 1.1536,              0.0037531,              0.0037531,              0.0037531
                    633,                 1.3469,                 1.0928,                 1.3413,                0.51236,                0.60426,                0.51819,                0.39431,                0.84253,                 1.4183,                 1.1546,              0.0037432,              0.0037432,              0.0037432
                    634,                 1.3465,                 1.0923,                   1.34,                0.51184,                0.60125,                0.51878,                0.39505,                0.84044,                 1.4167,                 1.1523,              0.0037333,              0.0037333,              0.0037333
                    635,                 1.3465,                 1.0924,                 1.3447,                0.51276,                0.60095,                0.51961,                0.39583,                0.83997,                  1.415,                 1.1517,              0.0037234,              0.0037234,              0.0037234
                    636,                 1.3468,                 1.0914,                 1.3421,                0.51162,                0.60374,                0.51879,                0.39499,                0.84017,                 1.4173,                 1.1521,              0.0037135,              0.0037135,              0.0037135
                    637,                 1.3473,                 1.0915,                 1.3457,                0.51388,                0.59602,                 0.5184,                0.39495,                0.83905,                 1.4197,                 1.1532,              0.0037036,              0.0037036,              0.0037036
                    638,                 1.3449,                 1.0901,                 1.3425,                0.51431,                0.59756,                0.51756,                0.39456,                0.83736,                  1.419,                 1.1525,              0.0036937,              0.0036937,              0.0036937
                    639,                 1.3464,                 1.0895,                 1.3423,                0.51694,                0.59492,                0.51812,                0.39501,                0.83949,                 1.4143,                 1.1536,              0.0036838,              0.0036838,              0.0036838
                    640,                 1.3442,                 1.0882,                 1.3417,                0.51457,                0.59779,                0.51838,                0.39507,                0.84089,                 1.4147,                  1.154,              0.0036739,              0.0036739,              0.0036739
                    641,                 1.3461,                 1.0904,                 1.3435,                0.51374,                 0.5979,                0.51775,                0.39417,                0.84158,                 1.4189,                 1.1552,               0.003664,               0.003664,               0.003664
                    642,                  1.344,                 1.0892,                 1.3413,                0.51397,                0.60072,                0.51786,                  0.394,                0.84142,                 1.4168,                 1.1549,              0.0036541,              0.0036541,              0.0036541
                    643,                  1.344,                 1.0892,                 1.3412,                0.51341,                0.60035,                0.51815,                0.39436,                0.84094,                 1.4139,                 1.1545,              0.0036442,              0.0036442,              0.0036442
                    644,                 1.3457,                  1.089,                 1.3396,                0.51263,                0.60253,                0.51763,                0.39385,                0.83898,                 1.4135,                 1.1527,              0.0036343,              0.0036343,              0.0036343
                    645,                 1.3426,                 1.0898,                 1.3398,                0.50952,                0.60494,                0.51748,                0.39376,                 0.8383,                 1.4152,                 1.1523,              0.0036244,              0.0036244,              0.0036244
                    646,                 1.3429,                 1.0867,                 1.3424,                0.51282,                0.59726,                0.51665,                0.39293,                0.83847,                 1.4187,                 1.1538,              0.0036145,              0.0036145,              0.0036145
                    647,                 1.3428,                 1.0874,                 1.3408,                0.51384,                0.59643,                0.51829,                0.39412,                0.83824,                 1.4165,                 1.1529,              0.0036046,              0.0036046,              0.0036046
                    648,                 1.3427,                 1.0868,                 1.3403,                0.51407,                0.59899,                0.51889,                 0.3948,                0.83735,                 1.4141,                 1.1524,              0.0035947,              0.0035947,              0.0035947
                    649,                 1.3424,                 1.0879,                 1.3419,                0.51322,                0.60198,                 0.5185,                0.39409,                0.83832,                 1.4152,                 1.1535,              0.0035848,              0.0035848,              0.0035848
                    650,                 1.3431,                 1.0884,                 1.3409,                0.51303,                0.60238,                0.51935,                0.39492,                0.84003,                 1.4155,                 1.1539,              0.0035749,              0.0035749,              0.0035749
                    651,                 1.3419,                 1.0868,                 1.3398,                 0.5149,                0.59929,                0.51994,                0.39565,                0.83974,                 1.4167,                 1.1536,               0.003565,               0.003565,               0.003565
                    652,                 1.3441,                 1.0883,                 1.3408,                0.51403,                0.59956,                0.51953,                 0.3957,                0.83853,                 1.4177,                  1.152,              0.0035551,              0.0035551,              0.0035551
                    653,                 1.3433,                 1.0896,                 1.3407,                  0.514,                0.59937,                0.51907,                0.39549,                0.83812,                 1.4185,                  1.152,              0.0035452,              0.0035452,              0.0035452
                    654,                 1.3428,                  1.088,                  1.339,                0.51363,                0.60231,                0.51989,                0.39598,                0.83778,                 1.4143,                 1.1511,              0.0035353,              0.0035353,              0.0035353
                    655,                 1.3417,                  1.086,                 1.3385,                0.50928,                 0.6057,                0.51979,                0.39636,                0.83683,                 1.4113,                 1.1498,              0.0035254,              0.0035254,              0.0035254
                    656,                 1.3401,                 1.0839,                  1.337,                 0.5121,                0.59982,                 0.5199,                0.39645,                 0.8364,                  1.409,                  1.149,              0.0035155,              0.0035155,              0.0035155
                    657,                 1.3414,                 1.0861,                 1.3399,                0.51121,                 0.6014,                0.51996,                 0.3967,                0.83755,                 1.4069,                 1.1501,              0.0035056,              0.0035056,              0.0035056
                    658,                 1.3407,                 1.0857,                 1.3399,                0.51127,                0.60509,                0.51969,                0.39672,                0.83881,                 1.4073,                 1.1515,              0.0034957,              0.0034957,              0.0034957
                    659,                 1.3427,                  1.086,                  1.336,                0.50939,                0.60464,                0.52009,                0.39726,                0.83772,                 1.4105,                 1.1494,              0.0034858,              0.0034858,              0.0034858
                    660,                 1.3419,                 1.0867,                 1.3388,                 0.5096,                0.60623,                0.51993,                0.39664,                0.83688,                 1.4093,                 1.1492,              0.0034759,              0.0034759,              0.0034759
                    661,                 1.3421,                 1.0842,                 1.3397,                0.50719,                 0.6072,                0.51926,                0.39577,                0.83635,                 1.4103,                 1.1494,               0.003466,               0.003466,               0.003466
                    662,                  1.341,                 1.0833,                 1.3372,                0.51087,                0.60153,                0.51779,                0.39485,                0.83615,                 1.4132,                 1.1489,              0.0034561,              0.0034561,              0.0034561
                    663,                 1.3398,                 1.0846,                 1.3398,                0.51248,                0.60087,                0.51727,                0.39394,                0.83706,                 1.4143,                 1.1498,              0.0034462,              0.0034462,              0.0034462
                    664,                 1.3406,                 1.0833,                 1.3365,                0.50962,                0.60434,                0.51785,                0.39445,                0.83645,                 1.4151,                 1.1486,              0.0034363,              0.0034363,              0.0034363
                    665,                 1.3405,                 1.0829,                 1.3378,                0.50995,                0.60095,                0.51794,                0.39468,                0.83816,                 1.4131,                 1.1507,              0.0034264,              0.0034264,              0.0034264
                    666,                 1.3392,                 1.0821,                 1.3376,                  0.512,                 0.6014,                0.51752,                0.39467,                 0.8373,                 1.4151,                 1.1504,              0.0034165,              0.0034165,              0.0034165
                    667,                 1.3389,                 1.0818,                 1.3359,                0.51179,                0.60231,                0.51705,                 0.3942,                0.83664,                 1.4186,                 1.1485,              0.0034066,              0.0034066,              0.0034066
                    668,                 1.3402,                 1.0815,                 1.3363,                0.51129,                0.60231,                0.51657,                 0.3942,                0.83772,                 1.4156,                 1.1496,              0.0033967,              0.0033967,              0.0033967
                    669,                 1.3378,                 1.0813,                 1.3372,                0.51251,                0.60246,                0.51718,                0.39462,                0.83766,                 1.4133,                 1.1495,              0.0033868,              0.0033868,              0.0033868
                    670,                 1.3401,                 1.0833,                 1.3369,                 0.5155,                0.59952,                0.51868,                0.39592,                0.83806,                 1.4106,                 1.1502,              0.0033769,              0.0033769,              0.0033769
                    671,                 1.3383,                  1.081,                 1.3354,                0.51345,                0.59884,                0.51987,                0.39678,                0.83696,                  1.409,                 1.1488,               0.003367,               0.003367,               0.003367
                    672,                 1.3411,                  1.083,                 1.3344,                0.51565,                0.59989,                0.52147,                0.39792,                0.83617,                 1.4058,                 1.1478,              0.0033571,              0.0033571,              0.0033571
                    673,                 1.3365,                 1.0818,                 1.3341,                0.51853,                0.59718,                0.52092,                 0.3973,                0.83562,                 1.4052,                 1.1481,              0.0033472,              0.0033472,              0.0033472
                    674,                 1.3381,                 1.0823,                 1.3365,                0.51376,                0.60336,                0.52103,                0.39737,                0.83516,                 1.4034,                 1.1476,              0.0033373,              0.0033373,              0.0033373
                    675,                 1.3393,                 1.0816,                 1.3341,                  0.515,                0.59801,                0.51934,                0.39625,                0.83614,                  1.408,                 1.1477,              0.0033274,              0.0033274,              0.0033274
                    676,                 1.3367,                 1.0798,                 1.3338,                0.51319,                0.60125,                0.51866,                0.39605,                0.83606,                 1.4102,                 1.1472,              0.0033175,              0.0033175,              0.0033175
                    677,                 1.3388,                 1.0805,                 1.3359,                0.51129,                0.60153,                0.51925,                0.39692,                0.83429,                 1.4114,                 1.1465,              0.0033076,              0.0033076,              0.0033076
                    678,                 1.3368,                 1.0806,                  1.332,                0.51516,                0.59628,                0.51907,                0.39704,                0.83242,                  1.414,                 1.1446,              0.0032977,              0.0032977,              0.0032977
                    679,                 1.3369,                 1.0805,                 1.3352,                0.51641,                0.59598,                 0.5194,                0.39713,                0.83227,                 1.4142,                 1.1448,              0.0032878,              0.0032878,              0.0032878
                    680,                 1.3376,                 1.0784,                 1.3318,                0.51627,                  0.595,                0.51869,                0.39612,                0.83324,                 1.4152,                 1.1448,              0.0032779,              0.0032779,              0.0032779
                    681,                 1.3357,                 1.0788,                  1.331,                0.51775,                 0.5953,                0.51761,                0.39518,                0.83285,                 1.4178,                 1.1438,               0.003268,               0.003268,               0.003268
                    682,                 1.3362,                 1.0786,                 1.3349,                 0.5159,                0.59811,                0.51792,                0.39494,                0.83335,                 1.4147,                 1.1443,              0.0032581,              0.0032581,              0.0032581
                    683,                 1.3346,                 1.0792,                 1.3338,                 0.5152,                0.60087,                0.51797,                0.39532,                0.83164,                 1.4142,                 1.1429,              0.0032482,              0.0032482,              0.0032482
                    684,                 1.3346,                 1.0776,                 1.3311,                0.51123,                0.60404,                 0.5182,                0.39537,                0.83361,                 1.4127,                 1.1441,              0.0032383,              0.0032383,              0.0032383
                    685,                 1.3358,                 1.0782,                 1.3321,                0.51186,                0.60425,                0.51974,                0.39686,                0.83326,                 1.4155,                 1.1433,              0.0032284,              0.0032284,              0.0032284
                    686,                 1.3358,                  1.077,                 1.3313,                0.51011,                0.60637,                 0.5197,                0.39686,                0.83399,                 1.4162,                 1.1438,              0.0032185,              0.0032185,              0.0032185
                    687,                 1.3347,                 1.0767,                 1.3285,                0.51361,                0.60356,                0.51925,                0.39582,                0.83341,                 1.4186,                  1.144,              0.0032086,              0.0032086,              0.0032086
                    688,                 1.3337,                 1.0771,                 1.3307,                0.51372,                0.60524,                 0.5185,                0.39514,                0.83346,                 1.4188,                 1.1449,              0.0031987,              0.0031987,              0.0031987
                    689,                 1.3351,                 1.0774,                 1.3329,                0.51306,                0.60396,                0.51788,                0.39505,                0.83249,                 1.4185,                 1.1437,              0.0031888,              0.0031888,              0.0031888
                    690,                 1.3335,                 1.0769,                  1.331,                0.50931,                0.60796,                0.51761,                0.39494,                0.83238,                 1.4181,                 1.1434,              0.0031789,              0.0031789,              0.0031789
                    691,                 1.3329,                 1.0757,                 1.3317,                0.51279,                0.60306,                0.51892,                0.39609,                0.83086,                 1.4143,                 1.1431,               0.003169,               0.003169,               0.003169
                    692,                 1.3338,                  1.076,                 1.3318,                0.51642,                0.59997,                0.52153,                0.39801,                0.83162,                 1.4087,                 1.1437,              0.0031591,              0.0031591,              0.0031591
                    693,                 1.3341,                 1.0749,                 1.3308,                 0.5149,                0.60291,                0.52288,                0.39898,                0.83332,                 1.4055,                 1.1453,              0.0031492,              0.0031492,              0.0031492
                    694,                 1.3348,                 1.0761,                 1.3327,                0.51725,                 0.6014,                 0.5231,                0.39915,                 0.8342,                 1.4025,                 1.1457,              0.0031393,              0.0031393,              0.0031393
                    695,                 1.3329,                 1.0755,                 1.3321,                0.51864,                0.59907,                0.52284,                 0.3987,                0.83397,                 1.4022,                 1.1447,              0.0031294,              0.0031294,              0.0031294
                    696,                 1.3334,                 1.0754,                 1.3306,                0.52035,                0.59681,                0.52319,                0.39893,                0.83331,                 1.4019,                 1.1443,              0.0031195,              0.0031195,              0.0031195
                    697,                 1.3319,                 1.0757,                 1.3296,                0.51699,                0.60129,                0.52201,                0.39821,                0.83351,                 1.4048,                 1.1439,              0.0031096,              0.0031096,              0.0031096
                    698,                  1.333,                 1.0734,                  1.328,                0.51422,                0.60374,                0.52223,                0.39846,                0.83359,                 1.4071,                 1.1432,              0.0030997,              0.0030997,              0.0030997
                    699,                 1.3319,                 1.0737,                 1.3304,                0.51487,                0.60341,                0.52301,                0.39857,                0.83362,                 1.4075,                 1.1437,              0.0030898,              0.0030898,              0.0030898
                    700,                 1.3325,                  1.077,                 1.3305,                0.51654,                0.60163,                0.52372,                0.39959,                0.83262,                 1.4069,                 1.1436,              0.0030799,              0.0030799,              0.0030799
                    701,                 1.3333,                 1.0754,                 1.3317,                0.51927,                0.60042,                0.52451,                0.40047,                0.83235,                 1.4047,                 1.1437,                0.00307,                0.00307,                0.00307
                    702,                 1.3316,                 1.0726,                 1.3311,                0.51749,                0.59886,                0.52348,                0.39965,                0.83297,                 1.4076,                 1.1439,              0.0030601,              0.0030601,              0.0030601
                    703,                 1.3318,                 1.0733,                 1.3299,                0.51496,                 0.6025,                0.52476,                 0.4005,                0.83304,                  1.405,                 1.1442,              0.0030502,              0.0030502,              0.0030502
                    704,                 1.3309,                 1.0719,                 1.3304,                0.51546,                0.60118,                0.52463,                0.40057,                0.83309,                  1.406,                 1.1445,              0.0030403,              0.0030403,              0.0030403
                    705,                 1.3304,                 1.0727,                 1.3286,                0.51548,                0.60253,                0.52522,                0.40142,                0.83129,                 1.4032,                  1.143,              0.0030304,              0.0030304,              0.0030304
                    706,                 1.3327,                 1.0725,                  1.331,                0.51354,                0.60472,                0.52305,                0.39955,                0.83167,                 1.4051,                 1.1441,              0.0030205,              0.0030205,              0.0030205
                    707,                 1.3315,                 1.0724,                 1.3272,                0.51277,                0.60675,                0.52467,                0.40137,                0.83073,                 1.4006,                 1.1423,              0.0030106,              0.0030106,              0.0030106
                    708,                 1.3306,                 1.0728,                 1.3291,                0.51752,                0.60128,                0.52453,                0.40106,                0.82912,                 1.3982,                  1.141,              0.0030007,              0.0030007,              0.0030007
